Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start_X,Start_Y,End_X,End_Y
Away,CHALLENGE,TACKLE-FAULT-WON,2,134915,5396.6,134915,5396.6,17,,0.38,0.85,NaN,NaN
Away,SET PIECE,FREE KICK,2,135085,5403.4,135085,5403.4,21,,NaN,NaN,NaN,NaN
Away,PASS,,2,135092,5403.68,135105,5404.2,21,15,0.37,0.74,0.36,0.79
Away,BALL LOST,INTERCEPTION,2,135125,5405,135150,5406,15,,0.37,0.79,0.48,0.82
Away,RECOVERY,INTERCEPTION,2,135213,5408.52,135213,5408.52,15,,0.39,0.94,NaN,NaN
Away,PASS,,2,135217,5408.68,135237,5409.48,15,28,0.39,0.95,0.48,0.86
Away,PASS,,2,135266,5410.64,135329,5413.16,28,23,0.49,0.88,0.76,0.95
Away,PASS,,2,135424,5416.96,135444,5417.76,23,17,0.87,0.96,0.79,0.87
Away,PASS,,2,135494,5419.76,135524,5420.96,17,28,0.81,0.79,0.75,0.66
Away,BALL LOST,INTERCEPTION,2,135531,5421.24,135561,5422.44,28,,0.75,0.67,0.87,0.32
Home,RECOVERY,INTERCEPTION,2,135566,5422.64,135566,5422.64,7,,0.88,0.35,NaN,NaN
Home,PASS,,2,135585,5423.4,135595,5423.8,7,14,0.87,0.3,0.8,0.38
Home,PASS,,2,135727,5429.08,135822,5432.88,14,9,0.5,0.3,0.28,0.82
Home,SHOT,OFF TARGET,2,135957,5438.28,136022,5440.88,9,,0.16,0.56,0.02,0.59
Away,RECOVERY,INTERCEPTION,2,136025,5441,136025,5441,25,,0.01,0.62,NaN,NaN
Away,PASS,,2,136210,5448.4,136230,5449.2,25,21,0.15,0.64,0.28,0.75
Away,PASS,,2,136338,5453.52,136355,5454.2,21,23,0.53,0.83,0.56,0.98
Away,PASS,,2,136381,5455.24,136413,5456.52,23,21,0.57,0.98,0.66,0.94
Away,BALL LOST,INTERCEPTION,2,136508,5460.32,136520,5460.8,21,,0.73,0.81,0.79,0.58
Home,RECOVERY,INTERCEPTION,2,136519,5460.76,136519,5460.76,12,,0.76,0.62,NaN,NaN
Home,PASS,,2,136522,5460.88,136544,5461.76,12,3,0.76,0.62,0.82,0.68
Home,PASS,,2,136555,5462.2,136598,5463.92,3,14,0.82,0.67,0.7,0.51
Home,PASS,,2,136627,5465.08,136654,5466.16,14,3,0.7,0.51,0.77,0.6
Home,PASS,,2,136724,5468.96,136754,5470.16,3,13,0.73,0.6,0.57,0.41
Home,PASS,,2,136763,5470.52,136778,5471.12,13,14,0.58,0.41,0.63,0.45
Home,PASS,,2,136789,5471.56,136826,5473.04,14,7,0.63,0.44,0.74,0.24
Home,PASS,,2,136906,5476.24,136929,5477.16,7,2,0.73,0.22,0.83,0.35
Home,PASS,,2,136961,5478.44,136986,5479.44,2,11,0.81,0.36,0.95,0.53
Home,PASS,,2,137106,5484.24,137146,5485.84,11,5,0.95,0.47,0.7,0.62
Home,PASS,,2,137181,5487.24,137199,5487.96,5,9,0.67,0.59,0.55,0.7
Home,CHALLENGE,TACKLE-FAULT-WON,2,137211,5488.44,137211,5488.44,9,,0.56,0.7,NaN,NaN
Home,FAULT RECEIVED,,2,137211,5488.44,137211,5488.44,9,,0.56,0.7,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-LOST,2,137235,5489.4,137235,5489.4,15,,0.55,0.71,NaN,NaN
Away,CARD,YELLOW,2,137263,5490.52,137263,5490.52,15,,NaN,NaN,NaN,NaN
Home,SET PIECE,FREE KICK,2,138539,5541.56,138539,5541.56,3,,NaN,NaN,NaN,NaN
Home,PASS,,2,138545,5541.8,138577,5543.08,3,2,0.6,0.73,0.66,0.54
Home,PASS,,2,138647,5545.88,138675,5547,2,14,0.66,0.4,0.49,0.17
Home,PASS,,2,138684,5547.36,138729,5549.16,14,12,0.5,0.17,0.57,0.31
Home,PASS,,2,138761,5550.44,138794,5551.76,12,3,0.56,0.35,0.64,0.63
Home,PASS,,2,138846,5553.84,138871,5554.84,3,5,0.62,0.67,0.55,0.57
Home,PASS,,2,138929,5557.16,138954,5558.16,5,2,0.57,0.56,0.64,0.32
Home,PASS,,2,138986,5559.44,139011,5560.44,2,7,0.65,0.24,0.57,0.06
Home,PASS,,2,139029,5561.16,139044,5561.76,7,12,0.58,0.05,0.57,0.23
Home,PASS,,2,139089,5563.56,139101,5564.04,12,13,0.59,0.18,0.51,0.09
Away,CHALLENGE,TACKLE-FAULT-LOST,2,139110,5564.4,139110,5564.4,20,,0.51,0.09,NaN,NaN
Home,CHALLENGE,TACKLE-FAULT-WON,2,139133,5565.32,139133,5565.32,13,,0.53,0.09,NaN,NaN
Home,FAULT RECEIVED,,2,139133,5565.32,139133,5565.32,13,,0.53,0.09,NaN,NaN
Home,SET PIECE,FREE KICK,2,139568,5582.72,139568,5582.72,12,,NaN,NaN,NaN,NaN
Home,PASS,,2,139571,5582.84,139596,5583.84,12,2,0.52,0.21,0.65,0.26
Home,PASS,,2,139629,5585.16,139667,5586.68,2,3,0.66,0.26,0.71,0.54
Home,PASS,,2,139724,5588.96,139754,5590.16,3,2,0.71,0.47,0.75,0.19
Home,PASS,,2,139782,5591.28,139804,5592.16,2,7,0.75,0.14,0.66,0.03
Home,PASS,,2,139824,5592.96,139852,5594.08,7,14,0.66,0.03,0.56,0.15
Away,CHALLENGE,TACKLE-WON,2,139851,5594.04,139851,5594.04,28,,0.61,0.17,NaN,NaN
Away,RECOVERY,THEFT,2,139851,5594.04,139851,5594.04,28,,0.61,0.17,NaN,NaN
Home,BALL LOST,INTERCEPTION,2,139857,5594.28,139860,5594.4,14,,0.57,0.16,0.62,0.25
Away,PASS,,2,139867,5594.68,139874,5594.96,28,21,0.59,0.16,0.57,0.25
Away,PASS,,2,139898,5595.92,139943,5597.72,21,26,0.57,0.25,0.71,0.18
Away,BALL OUT,,2,140057,5602.28,140112,5604.48,26,,0.74,0.45,1.02,0.71
Home,RECOVERY,,2,140135,5605.4,140135,5605.4,11,,0.98,0.52,NaN,NaN
Home,PASS,GOAL KICK,2,140478,5619.12,140496,5619.84,11,7,0.96,0.52,0.84,0.19
Home,BALL LOST,INTERCEPTION,2,140619,5624.76,140681,5627.24,7,,0.72,0.11,0.42,0.17
Away,RECOVERY,INTERCEPTION,2,140675,5627,140675,5627,20,,0.41,0.15,NaN,NaN
Away,PASS,,2,140729,5629.16,140744,5629.76,20,28,0.42,0.04,0.5,0.15
Home,CHALLENGE,TACKLE-FAULT-LOST,2,140893,5635.72,140893,5635.72,14,,0.56,0.41,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-WON,2,140912,5636.48,140912,5636.48,28,,0.6,0.45,NaN,NaN
Away,FAULT RECEIVED,,2,140912,5636.48,140912,5636.48,28,,0.6,0.45,NaN,NaN
Away,SET PIECE,FREE KICK,2,141137,5645.48,141137,5645.48,21,,NaN,NaN,NaN,NaN
Away,PASS,,2,141140,5645.6,141148,5645.92,21,28,0.61,0.43,0.64,0.43
Away,PASS,,2,141185,5647.4,141230,5649.2,28,27,0.66,0.42,0.77,0.06
Home,CHALLENGE,TACKLE-LOST,2,141404,5656.16,141404,5656.16,14,,0.87,0.11,NaN,NaN
Away,PASS,,2,141436,5657.44,141451,5658.04,27,28,0.86,0.03,0.78,0.13
Away,BALL OUT,,2,141541,5661.64,141548,5661.92,28,,0.79,0.18,1.02,0.33
Home,RECOVERY,,2,141552,5662.08,141552,5662.08,11,,0.99,0.42,NaN,NaN
Home,BALL OUT,GOAL KICK,2,142259,5690.36,142394,5695.76,11,,0.97,0.47,0.38,1.02
Home,CHALLENGE,AERIAL-LOST,2,142394,5695.76,142394,5695.76,8,,0.47,0.92,NaN,NaN
Away,SET PIECE,THROW IN,2,142516,5700.64,142516,5700.64,17,,NaN,NaN,NaN,NaN
Away,PASS,,2,142526,5701.04,142554,5702.16,17,21,0.49,1.01,0.44,0.77
Away,PASS,,2,142615,5704.6,142648,5705.92,21,16,0.42,0.72,0.32,0.64
Away,PASS,,2,142665,5706.6,142695,5707.8,16,20,0.32,0.63,0.39,0.35
Away,PASS,,2,142715,5708.6,142755,5710.2,20,27,0.41,0.33,0.6,0.04
Away,BALL LOST,INTERCEPTION,2,142886,5715.44,142938,5717.52,27,,0.72,0.08,0.85,0.32
Home,RECOVERY,INTERCEPTION,2,142938,5717.52,142938,5717.52,2,,0.85,0.32,NaN,NaN
Home,BALL LOST,CLEARANCE,2,142943,5717.72,143008,5720.32,2,,0.85,0.32,0.48,0.34
Away,RECOVERY,INTERCEPTION,2,143013,5720.52,143013,5720.52,16,,0.47,0.37,NaN,NaN
Away,PASS,,2,143130,5725.2,143137,5725.48,16,18,0.5,0.37,0.61,0.53
Away,BALL LOST,INTERCEPTION,2,143229,5729.16,143247,5729.88,18,,0.68,0.3,0.77,0.23
Home,RECOVERY,INTERCEPTION,2,143240,5729.6,143240,5729.6,14,,0.74,0.22,NaN,NaN
Home,PASS,,2,143262,5730.48,143297,5731.88,14,12,0.75,0.22,0.71,0.28
Home,PASS,,2,143361,5734.44,143483,5739.32,12,13,0.6,0.33,0.19,0.95
Home,PASS,,2,143578,5743.12,143593,5743.72,13,4,0.09,0.88,0.14,0.69
Home,BALL LOST,INTERCEPTION,2,143598,5743.92,143618,5744.72,4,,0.13,0.69,0.07,0.61
Away,RECOVERY,BLOCKED,2,143617,5744.68,143617,5744.68,16,,0.05,0.62,NaN,NaN
Away,BALL OUT,,2,143622,5744.88,143630,5745.2,16,,0.05,0.63,0.03,1.01
