Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start_X,Start_Y,End_X,End_Y
Home,RECOVERY,,1,65815,2632.6,65815,2632.6,2,,0.49,0.79,NaN,NaN
Home,PASS,,1,65833,2633.32,65878,2635.12,2,7,0.48,0.81,0.58,0.92
Home,PASS,,1,65936,2637.44,65996,2639.84,7,3,0.58,0.91,0.35,0.54
Home,PASS,,1,66162,2646.48,66209,2648.36,3,12,0.34,0.56,0.43,0.8
Home,BALL LOST,INTERCEPTION,1,66209,2648.36,66247,2649.88,12,,0.43,0.8,0.54,0.73
Away,RECOVERY,INTERCEPTION,1,66245,2649.8,66245,2649.8,20,,0.54,0.73,NaN,NaN
Away,BALL OUT,,1,66245,2649.8,66305,2652.2,20,,0.54,0.73,0.46,1.01
Home,SET PIECE,THROW IN,1,66702,2668.08,66702,2668.08,7,,NaN,NaN,NaN,NaN
Home,PASS,,1,66702,2668.08,66729,2669.16,7,5,0.47,1.01,0.54,0.85
Home,PASS,,1,66729,2669.16,66747,2669.88,5,9,0.54,0.85,0.61,0.92
Home,CHALLENGE,GROUND-WON,1,66747,2669.88,66747,2669.88,9,,0.61,0.92,NaN,NaN
Home,BALL LOST,,1,66747,2669.88,66803,2672.12,9,,0.61,0.92,0.71,1.01
Away,CHALLENGE,GROUND-LOST,1,66750,2670,66750,2670,22,,0.62,0.93,NaN,NaN
Away,SET PIECE,THROW IN,1,66901,2676.04,66901,2676.04,22,,NaN,NaN,NaN,NaN
Away,PASS,,1,66901,2676.04,66938,2677.52,22,20,0.64,1.01,0.6,0.82
Away,PASS,,1,66958,2678.32,67030,2681.2,20,16,0.61,0.8,0.82,0.7
Away,PASS,,1,67099,2683.96,67129,2685.16,16,20,0.82,0.63,0.61,0.59
Away,BALL LOST,INTERCEPTION,1,67159,2686.36,67214,2688.56,20,,0.59,0.53,0.36,0.09
Home,RECOVERY,INTERCEPTION,1,67214,2688.56,67214,2688.56,4,,0.38,0.11,NaN,NaN
Home,PASS,,1,67391,2695.64,67428,2697.12,4,8,0.79,0.19,0.92,0.13
Home,PASS,,1,67459,2698.36,67502,2700.08,8,9,0.97,0.18,0.98,0.6
Home,SHOT,HEAD-ON TARGET-SAVED,1,67502,2700.08,67513,2700.52,9,,0.98,0.6,1,0.54
Away,RECOVERY,SAVED,1,67514,2700.56,67514,2700.56,25,,0.99,0.54,NaN,NaN
Away,PASS,,1,67514,2700.56,67552,2702.08,25,21,0.99,0.54,0.91,0.5
Away,BALL LOST,INTERCEPTION,1,67552,2702.08,67624,2704.96,21,,0.91,0.5,0.96,0.8
Home,RECOVERY,INTERCEPTION,1,67621,2704.84,67621,2704.84,7,,0.93,0.79,NaN,NaN
Home,BALL LOST,INTERCEPTION,1,67645,2705.8,67677,2707.08,7,,0.98,0.8,0.89,0.55
Away,RECOVERY,INTERCEPTION,1,67675,2707,67675,2707,19,,0.89,0.5,NaN,NaN
Away,BALL LOST,CLEARANCE,1,67675,2707,67747,2709.88,19,,0.89,0.5,0.54,0.52
Away,CHALLENGE,AERIAL-LOST,1,67751,2710.04,67751,2710.04,23,,0.53,0.46,NaN,NaN
Home,CHALLENGE,AERIAL-WON,1,67752,2710.08,67752,2710.08,3,,0.53,0.47,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,67752,2710.08,67752,2710.08,3,,0.53,0.47,NaN,NaN
Home,PASS,HEAD,1,67752,2710.08,67776,2711.04,3,2,0.53,0.47,0.45,0.47
Home,PASS,,1,67776,2711.04,67883,2715.32,2,4,0.45,0.47,0.48,0.02
Home,PASS,,1,67883,2715.32,67970,2718.8,4,2,0.48,0.02,0.27,0.1
Home,PASS,,1,68001,2720.04,68041,2721.64,2,12,0.24,0.15,0.36,0.51
Home,BALL LOST,INTERCEPTION,1,68138,2725.52,68182,2727.28,12,,0.41,0.6,0.57,0.6
Away,RECOVERY,INTERCEPTION,1,68177,2727.08,68177,2727.08,20,,0.57,0.56,NaN,NaN
Away,PASS,,1,68200,2728,68230,2729.2,20,21,0.57,0.6,0.5,0.57
Away,PASS,,1,68230,2729.2,68258,2730.32,21,19,0.5,0.57,0.52,0.42
Away,PASS,,1,68288,2731.52,68301,2732.04,19,21,0.51,0.43,0.46,0.41
Away,BALL LOST,INTERCEPTION,1,68406,2736.24,68418,2736.72,21,,0.45,0.29,0.35,0.37
Home,RECOVERY,INTERCEPTION,1,68420,2736.8,68420,2736.8,6,,0.36,0.36,NaN,NaN
Home,PASS,,1,68565,2742.6,68640,2745.6,6,4,0.37,0.43,0.33,0.11
Home,PASS,,1,68666,2746.64,68719,2748.76,4,6,0.34,0.09,0.31,0.27
Home,PASS,,1,68719,2748.76,68752,2750.08,6,12,0.31,0.27,0.34,0.54
Home,PASS,,1,68785,2751.4,68842,2753.68,12,2,0.33,0.6,0.26,0.84
Home,BALL LOST,,1,68880,2755.2,68945,2757.8,2,,0.28,0.94,0.72,0.85
Away,CHALLENGE,GROUND,1,68920,2756.8,68920,2756.8,16,,0.62,0.82,NaN,NaN
Home,CHALLENGE,GROUND-LOST,1,68945,2757.8,68945,2757.8,9,,0.67,0.85,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,68946,2757.84,68946,2757.84,16,,0.66,0.84,NaN,NaN
Away,PASS,,1,69007,2760.28,69022,2760.88,16,20,0.67,0.88,0.59,0.72
Away,BALL LOST,,1,69030,2761.2,69070,2762.8,20,,0.59,0.72,0.52,0.75
Home,RECOVERY,,1,69071,2762.84,69071,2762.84,12,,0.51,0.76,NaN,NaN
Home,PASS,,1,69071,2762.84,69119,2764.76,12,10,0.51,0.76,0.58,0.44
Home,PASS,,1,69225,2769,69260,2770.4,10,8,0.79,0.35,0.91,0.19
Home,BALL LOST,CROSS-INTERCEPTION,1,69260,2770.4,69268,2770.72,8,,0.91,0.19,0.92,0.34
Away,RECOVERY,INTERCEPTION,1,69269,2770.76,69269,2770.76,17,,0.93,0.33,NaN,NaN
Away,PASS,,1,69269,2770.76,69288,2771.52,17,25,0.93,0.33,0.98,0.47
Away,PASS,,1,69357,2774.28,69397,2775.88,25,19,0.9,0.52,0.82,0.67
Away,PASS,,1,69495,2779.8,69538,2781.52,19,24,0.68,0.66,0.51,0.26
Away,PASS,,1,69563,2782.52,69588,2783.52,24,15,0.53,0.24,0.64,0.35
Away,PASS,,1,69639,2785.56,69661,2786.44,15,21,0.59,0.42,0.6,0.69
Away,PASS,,1,69687,2787.48,69729,2789.16,21,18,0.58,0.72,0.42,0.98
Away,BALL OUT,CROSS,1,69898,2795.92,69948,2797.92,18,,0.08,0.82,-0.02,0.25
Home,RECOVERY,,1,70460,2818.4,70460,2818.4,11,,0.04,0.47,NaN,NaN
Home,PASS,GOAL KICK,1,70460,2818.4,70512,2820.48,11,7,0.04,0.47,0.15,0.88
Home,BALL LOST,END HALF,1,70578,2823.12,70578,2823.12,7,,0.17,0.91,NaN,NaN
Home,SET PIECE,KICK OFF,2,72135,2885.4,72135,2885.4,9,,NaN,NaN,NaN,NaN
Home,PASS,,2,72135,2885.4,72160,2886.4,9,6,0.49,0.5,0.61,0.52
Home,BALL LOST,INTERCEPTION,2,72189,2887.56,72237,2889.48,6,,0.61,0.5,0.38,0.19
Away,RECOVERY,INTERCEPTION,2,72237,2889.48,72237,2889.48,20,,0.38,0.19,NaN,NaN
Away,PASS,,2,72279,2891.16,72307,2892.28,20,18,0.43,0.25,0.49,0.33
Away,PASS,,2,72315,2892.6,72358,2894.32,18,22,0.5,0.32,0.62,0.03
Away,PASS,,2,72358,2894.32,72384,2895.36,22,23,0.62,0.03,0.67,0.2
Away,BALL LOST,INTERCEPTION,2,72415,2896.6,72425,2897,23,,0.66,0.21,0.66,0.32
Away,RECOVERY,,2,72443,2897.72,72443,2897.72,23,,0.67,0.22,NaN,NaN
Away,PASS,,2,72465,2898.6,72483,2899.32,23,22,0.67,0.19,0.75,0.02
Away,BALL LOST,INTERCEPTION,2,72541,2901.64,72571,2902.84,22,,0.7,0.06,0.77,0.23
Home,RECOVERY,INTERCEPTION,2,72570,2902.8,72570,2902.8,2,,0.79,0.17,NaN,NaN
Home,BALL LOST,,2,72602,2904.08,72695,2907.8,2,,0.74,0.18,0.35,0.14
Away,RECOVERY,,2,72698,2907.92,72698,2907.92,16,,0.32,0.17,NaN,NaN
Away,CHALLENGE,TACKLE-WON,2,72730,2909.2,72730,2909.2,16,,0.28,0.12,NaN,NaN
Home,CHALLENGE,TACKLE-LOST,2,72734,2909.36,72734,2909.36,9,,0.28,0.12,NaN,NaN
Away,PASS,,2,72820,2912.8,72863,2914.52,16,21,0.3,0.2,0.34,0.33
Away,PASS,,2,72895,2915.8,72948,2917.92,21,15,0.34,0.38,0.33,0.8
Away,PASS,,2,73040,2921.6,73068,2922.72,15,17,0.51,0.83,0.64,1.01
Away,PASS,,2,73135,2925.4,73165,2926.6,17,21,0.65,0.96,0.6,0.75
Away,PASS,,2,73204,2928.16,73234,2929.36,21,18,0.6,0.69,0.61,0.45
Away,PASS,,2,73312,2932.48,73364,2934.56,18,22,0.68,0.37,0.79,0.04
Away,BALL LOST,CROSS-INTERCEPTION,2,73401,2936.04,73414,2936.56,22,,0.84,0.02,0.87,0.12
Home,RECOVERY,INTERCEPTION,2,73409,2936.36,73409,2936.36,7,,0.87,0.08,NaN,NaN
Home,BALL OUT,,2,73409,2936.36,73434,2937.36,7,,0.87,0.08,0.92,-0.03
Away,SET PIECE,THROW IN,2,73670,2946.8,73670,2946.8,22,,NaN,NaN,NaN,NaN
Away,PASS,,2,73670,2946.8,73743,2949.72,22,20,0.86,-0.01,0.66,0.13
Away,PASS,,2,73770,2950.8,73795,2951.8,20,21,0.64,0.16,0.69,0.08
Away,BALL LOST,,2,73863,2954.52,73892,2955.68,21,,0.73,0.19,0.88,0.27
Home,RECOVERY,INTERCEPTION,2,73894,2955.76,73894,2955.76,2,,0.86,0.28,NaN,NaN
Home,BALL OUT,,2,73894,2955.76,73961,2958.44,2,,0.86,0.28,0.77,-0.02
Away,SET PIECE,THROW IN,2,74130,2965.2,74130,2965.2,22,,NaN,NaN,NaN,NaN
Away,PASS,,2,74130,2965.2,74168,2966.72,22,20,0.71,-0.01,0.54,0.07
Away,PASS,,2,74199,2967.96,74229,2969.16,20,16,0.52,0.1,0.44,0.34
Away,PASS,,2,74259,2970.36,74309,2972.36,16,20,0.43,0.35,0.46,0.15
Away,PASS,,2,74373,2974.92,74395,2975.8,20,21,0.49,0.16,0.51,0.29
Away,PASS,,2,74530,2981.2,74545,2981.8,21,22,0.61,0.12,0.62,0.02
Away,PASS,,2,74573,2982.92,74603,2984.12,22,20,0.6,0.02,0.47,0.14
Away,PASS,,2,74638,2985.52,74674,2986.96,20,18,0.43,0.18,0.51,0.34
Away,PASS,,2,74674,2986.96,74729,2989.16,18,16,0.51,0.34,0.33,0.41
Away,PASS,,2,74749,2989.96,74774,2990.96,16,18,0.33,0.41,0.46,0.5
Away,PASS,,2,74853,2994.12,74925,2997,18,15,0.46,0.54,0.44,0.97
Away,PASS,,2,74959,2998.36,74979,2999.16,15,19,0.48,1,0.56,0.87
Away,PASS,,2,74979,2999.16,74998,2999.92,19,17,0.56,0.87,0.57,1
Away,PASS,,2,75022,3000.88,75042,3001.68,17,19,0.56,0.97,0.52,0.89
Away,PASS,,2,75101,3004.04,75176,3007.04,19,24,0.54,0.82,0.78,0.7
Away,PASS,,2,75232,3009.28,75262,3010.48,23,19,0.86,0.68,0.76,0.57
Away,SHOT,ON TARGET-SAVED,2,75262,3010.48,75284,3011.36,19,,0.76,0.57,0.99,0.48
Home,RECOVERY,SAVED,2,75282,3011.28,75282,3011.28,11,,0.98,0.49,NaN,NaN
Home,PASS,,2,75343,3013.72,75380,3015.2,11,12,0.95,0.48,0.71,0.42
Home,PASS,,2,75380,3015.2,75396,3015.84,12,5,0.71,0.42,0.66,0.32
Home,PASS,,2,75474,3018.96,75507,3020.28,5,7,0.55,0.07,0.65,0.11
Home,PASS,,2,75537,3021.48,75557,3022.28,7,12,0.62,0.06,0.58,0.19
Home,PASS,,2,75598,3023.92,75643,3025.72,12,6,0.58,0.25,0.63,0.52
Home,PASS,,2,75672,3026.88,75717,3028.68,6,4,0.63,0.55,0.51,0.78
Home,PASS,,2,75760,3030.4,75785,3031.4,4,8,0.45,0.82,0.37,0.98
Home,PASS,,2,75859,3034.36,75884,3035.36,8,6,0.36,0.92,0.44,0.8
Home,PASS,,2,75927,3037.08,75949,3037.96,6,12,0.43,0.76,0.41,0.58
Home,PASS,,2,75949,3037.96,75968,3038.72,12,6,0.41,0.58,0.42,0.71
Home,PASS,,2,76055,3042.2,76130,3045.2,6,7,0.36,0.61,0.39,0.11
Home,PASS,,2,76184,3047.36,76197,3047.88,7,5,0.32,0.08,0.27,0.03
Home,PASS,,2,76217,3048.68,76237,3049.48,5,10,0.28,0.07,0.3,0.2
Home,PASS,,2,76237,3049.48,76275,3051,10,7,0.3,0.2,0.14,0.08
Home,BALL LOST,CROSS-INTERCEPTION,2,76292,3051.68,76298,3051.92,7,,0.1,0.1,0.07,0.16
Away,RECOVERY,INTERCEPTION,2,76301,3052.04,76301,3052.04,20,,0.08,0.15,NaN,NaN
Away,BALL OUT,,2,76301,3052.04,76341,3053.64,20,,0.08,0.15,-0.04,0.19
Home,SET PIECE,CORNER KICK,2,77011,3080.44,77011,3080.44,6,,NaN,NaN,NaN,NaN
Home,PASS,,2,77011,3080.44,77048,3081.92,6,12,0.02,0.01,0.06,0.41
Home,CHALLENGE,AERIAL-WON,2,77048,3081.92,77048,3081.92,12,,0.06,0.41,NaN,NaN
Home,SHOT,HEAD-WOODWORK-OUT,2,77048,3081.92,77071,3082.84,12,,0.06,0.41,-0.02,0.46
Away,RECOVERY,,2,77510,3100.4,77510,3100.4,25,,0.04,0.48,NaN,NaN
Home,RECOVERY,,2,77581,3103.24,77581,3103.24,8,,0.47,0.88,NaN,NaN
Home,BALL LOST,HEAD,2,77581,3103.24,77625,3105,8,,0.47,0.88,0.4,0.7
Away,BALL LOST,GOAL KICK,2,77582,3103.28,77582,3103.28,25,,0.05,0.45,0.44,0.82
Away,RECOVERY,,2,77626,3105.04,77626,3105.04,19,,0.41,0.75,NaN,NaN
Away,BALL LOST,,2,77626,3105.04,77728,3109.12,19,,0.41,0.75,0.88,0.65
Home,RECOVERY,,2,77758,3110.32,77758,3110.32,11,,0.93,0.69,NaN,NaN
Home,PASS,,2,77927,3117.08,77969,3118.76,11,4,0.9,0.6,0.75,0.92
Home,PASS,,2,77996,3119.84,78038,3121.52,4,3,0.75,0.93,0.86,0.77
Home,PASS,,2,78077,3123.08,78147,3125.88,3,7,0.87,0.74,0.65,0.13
Home,PASS,,2,78208,3128.32,78238,3129.52,7,12,0.54,0.1,0.53,0.27
Home,CHALLENGE,TACKLE-WON,2,78265,3130.6,78265,3130.6,12,,0.49,0.27,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-WON,2,78319,3132.76,78319,3132.76,24,,0.49,0.35,NaN,NaN
Home,CHALLENGE,TACKLE-FAULT-LOST,2,78321,3132.84,78321,3132.84,12,,0.49,0.35,NaN,NaN
Home,BALL LOST,,2,78321,3132.84,78321,3132.84,12,,0.49,0.35,NaN,NaN
Away,SET PIECE,FREE KICK,2,78594,3143.76,78594,3143.76,21,,NaN,NaN,NaN,NaN
Away,PASS,,2,78594,3143.76,78645,3145.8,21,20,0.52,0.39,0.5,0.25
Away,PASS,,2,78645,3145.8,78674,3146.96,20,22,0.5,0.25,0.56,0.12
Away,PASS,,2,78732,3149.28,78770,3150.8,22,16,0.56,0.15,0.41,0.39
Away,PASS,,2,78797,3151.88,78837,3153.48,16,15,0.41,0.41,0.45,0.8
Away,PASS,,2,78950,3158,79037,3161.48,15,22,0.53,0.8,0.61,0.1
Away,PASS,,2,79101,3164.04,79111,3164.44,22,20,0.55,0.13,0.49,0.24
Away,PASS,,2,79209,3168.36,79224,3168.96,20,21,0.49,0.27,0.53,0.37
Away,PASS,,2,79224,3168.96,79257,3170.28,21,16,0.53,0.37,0.41,0.44
Away,BALL OUT,,2,79305,3172.2,79395,3175.8,16,,0.41,0.47,0.84,1.02
Home,SET PIECE,THROW IN,2,79677,3187.08,79677,3187.08,4,,NaN,NaN,NaN,NaN
Home,PASS,,2,79677,3187.08,79699,3187.96,4,6,0.84,1.01,0.77,0.94
Home,PASS,,2,79699,3187.96,79724,3188.96,6,4,0.77,0.94,0.85,0.98
Home,BALL LOST,INTERCEPTION,2,79724,3188.96,79780,3191.2,4,,0.85,0.98,0.6,0.66
Away,CHALLENGE,AERIAL-WON,2,79781,3191.24,79781,3191.24,15,,0.61,0.76,NaN,NaN
Away,RECOVERY,INTERCEPTION,2,79781,3191.24,79781,3191.24,15,,0.61,0.76,NaN,NaN
Away,BALL LOST,HEAD,2,79781,3191.24,79829,3193.16,15,,0.61,0.76,0.66,0.31
Home,RECOVERY,,2,79831,3193.24,79831,3193.24,5,,0.66,0.41,NaN,NaN
Home,PASS,,2,79869,3194.76,79894,3195.76,5,7,0.7,0.37,0.69,0.16
Home,PASS,,2,79894,3195.76,79951,3198.04,7,2,0.69,0.16,0.84,0.29
Home,PASS,,2,80000,3200,80029,3201.16,2,7,0.84,0.25,0.77,0.06
Home,PASS,,2,80070,3202.8,80082,3203.28,7,12,0.78,0.06,0.76,0.19
Home,CHALLENGE,TACKLE-WON,2,80085,3203.4,80085,3203.4,12,,0.76,0.19,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,2,80090,3203.6,80090,3203.6,19,,0.75,0.17,NaN,NaN
Home,PASS,,2,80166,3206.64,80196,3207.84,12,10,0.64,0.22,0.49,0.29
Home,CHALLENGE,GROUND-WON,2,80220,3208.8,80220,3208.8,10,,0.45,0.31,NaN,NaN
Home,PASS,,2,80341,3213.64,80373,3214.92,10,5,0.25,0.56,0.22,0.33
Home,BALL LOST,INTERCEPTION,2,80402,3216.08,80437,3217.48,5,,0.21,0.39,0.09,0.4
Away,RECOVERY,INTERCEPTION,2,80433,3217.32,80433,3217.32,16,,0.12,0.42,NaN,NaN
Away,BALL LOST,,2,80433,3217.32,80491,3219.64,16,,0.12,0.42,0.38,0.28
Home,RECOVERY,,2,80491,3219.64,80491,3219.64,7,,0.36,0.28,NaN,NaN
Home,PASS,,2,80543,3221.72,80601,3224.04,7,10,0.35,0.27,0.21,0.06
Home,PASS,,2,80631,3225.24,80673,3226.92,10,7,0.21,0.06,0.29,0.12
Home,PASS,,2,80703,3228.12,80743,3229.72,7,2,0.3,0.12,0.48,0.21
Home,PASS,,2,80771,3230.84,80801,3232.04,2,3,0.51,0.24,0.56,0.56
Home,PASS,,2,80857,3234.28,80874,3234.96,3,6,0.53,0.68,0.47,0.65
Home,PASS,,2,80917,3236.68,80942,3237.68,6,8,0.43,0.71,0.36,0.77
Home,PASS,,2,80972,3238.88,81005,3240.2,8,4,0.33,0.8,0.28,1
Home,PASS,,2,81122,3244.88,81166,3246.64,4,8,0.2,0.77,0.15,0.92
Home,PASS,,2,81194,3247.76,81236,3249.44,8,6,0.16,0.93,0.33,0.85
Home,PASS,,2,81262,3250.48,81327,3253.08,6,2,0.37,0.85,0.54,0.44
Home,PASS,,2,81327,3253.08,81367,3254.68,2,7,0.54,0.44,0.48,0.18
Home,PASS,,2,81424,3256.96,81459,3258.36,7,10,0.47,0.17,0.32,0.29
Home,PASS,,2,81459,3258.36,81488,3259.52,10,5,0.32,0.29,0.34,0.04
Home,PASS,,2,81488,3259.52,81551,3262.04,5,10,0.34,0.04,0.15,0.14
Home,BALL LOST,CROSS-INTERCEPTION,2,81551,3262.04,81573,3262.92,10,,0.15,0.14,0.08,0.44
Away,RECOVERY,INTERCEPTION,2,81575,3263,81575,3263,15,,0.11,0.45,NaN,NaN
Away,BALL OUT,CLEARANCE,2,81575,3263,81595,3263.8,15,,0.11,0.45,-0.02,0.43
Home,SET PIECE,CORNER KICK,2,82394,3295.76,82394,3295.76,6,,NaN,NaN,NaN,NaN
Home,PASS,,2,82394,3295.76,82470,3298.8,6,5,0.02,0.01,0.12,0.73
Home,PASS,,2,82470,3298.8,82477,3299.08,5,2,0.12,0.73,0.11,0.67
Home,BALL LOST,INTERCEPTION,2,82477,3299.08,82526,3301.04,2,,0.11,0.67,0.06,0.62
Away,CHALLENGE,AERIAL-FAULT-WON,2,82522,3300.88,82522,3300.88,17,,0.07,0.63,NaN,NaN
Home,CHALLENGE,AERIAL-FAULT-LOST,2,82526,3301.04,82526,3301.04,8,,0.06,0.63,NaN,NaN
Away,SET PIECE,FREE KICK,2,82880,3315.2,82880,3315.2,25,,NaN,NaN,NaN,NaN
Away,PASS,,2,82880,3315.2,82908,3316.32,25,15,0.1,0.67,0.18,0.82
Away,PASS,,2,82955,3318.2,83000,3320,15,16,0.19,0.79,0.18,0.52
Away,PASS,,2,83000,3320,83041,3321.64,16,15,0.18,0.52,0.22,0.8
Away,PASS,,2,83041,3321.64,83070,3322.8,15,21,0.22,0.8,0.3,0.76
Away,PASS,,2,83174,3326.96,83189,3327.56,21,23,0.44,0.79,0.55,0.69
Away,PASS,,2,83215,3328.6,83233,3329.32,23,19,0.57,0.69,0.61,0.82
Away,CHALLENGE,TACKLE-WON,2,83262,3330.48,83262,3330.48,19,,0.64,0.82,NaN,NaN
Away,PASS,,2,83306,3332.24,83328,3333.12,19,21,0.65,0.82,0.58,0.77
Away,PASS,,2,83425,3337,83455,3338.2,21,18,0.65,0.54,0.64,0.32
Away,PASS,,2,83485,3339.4,83510,3340.4,18,22,0.66,0.27,0.72,0.06
Away,PASS,,2,83575,3343,83600,3344,22,21,0.71,0.15,0.66,0.23
Away,PASS,,2,83684,3347.36,83704,3348.16,21,20,0.64,0.25,0.54,0.25
Away,PASS,,2,83733,3349.32,83768,3350.72,20,16,0.5,0.24,0.46,0.46
Away,PASS,,2,83823,3352.92,83845,3353.8,16,24,0.51,0.48,0.67,0.44
Away,PASS,,2,83862,3354.48,83882,3355.28,24,19,0.68,0.47,0.67,0.64
Away,PASS,,2,83901,3356.04,83951,3358.04,19,17,0.67,0.64,0.85,0.95
Away,BALL LOST,CROSS-INTERCEPTION,2,83951,3358.04,83982,3359.28,17,,0.85,0.95,0.91,0.61
Home,CHALLENGE,AERIAL-WON,2,83981,3359.24,83981,3359.24,3,,0.91,0.6,NaN,NaN
Home,RECOVERY,INTERCEPTION,2,83981,3359.24,83981,3359.24,3,,0.91,0.6,NaN,NaN
Home,PASS,HEAD-CLEARANCE,2,83981,3359.24,84053,3362.12,3,8,0.91,0.6,0.76,0.79
Away,CHALLENGE,AERIAL-LOST,2,83982,3359.28,83982,3359.28,24,,0.91,0.58,NaN,NaN
Away,CHALLENGE,AERIAL-FAULT-LOST,2,84050,3362,84050,3362,19,,0.76,0.77,NaN,NaN
Home,CHALLENGE,AERIAL-FAULT-WON,2,84053,3362.12,84053,3362.12,8,,0.76,0.79,NaN,NaN
Home,FAULT RECEIVED,,2,84053,3362.12,84053,3362.12,8,,0.76,0.79,NaN,NaN
Home,SET PIECE,FREE KICK,2,84399,3375.96,84399,3375.96,11,,NaN,NaN,NaN,NaN
Home,PASS,,2,84399,3375.96,84441,3377.64,11,4,0.85,0.65,0.73,0.88
Home,PASS,,2,84482,3379.28,84509,3380.36,4,9,0.7,0.89,0.53,0.76
Home,PASS,,2,84509,3380.36,84529,3381.16,9,12,0.53,0.76,0.61,0.8
Home,PASS,,2,84542,3381.68,84562,3382.48,12,6,0.61,0.79,0.62,0.63
Home,PASS,,2,84562,3382.48,84610,3384.4,6,3,0.62,0.63,0.73,0.68
Home,PASS,,2,84647,3385.88,84727,3389.08,3,7,0.74,0.63,0.71,0.09
Home,PASS,,2,84749,3389.96,84792,3391.68,7,2,0.71,0.08,0.78,0.23
Home,PASS,,2,84799,3391.96,84824,3392.96,2,6,0.78,0.23,0.71,0.3
Home,PASS,,2,84824,3392.96,84857,3394.28,6,7,0.71,0.3,0.69,0.05
Away,CHALLENGE,TACKLE-WON,2,84920,3396.8,84920,3396.8,18,,0.62,0.04,NaN,NaN
Away,RECOVERY,THEFT,2,84920,3396.8,84920,3396.8,18,,0.62,0.04,NaN,NaN
Away,BALL OUT,,2,84920,3396.8,84942,3397.68,18,,0.62,0.04,0.62,-0.03
Home,CHALLENGE,TACKLE-LOST,2,84924,3396.96,84924,3396.96,7,,0.62,0.03,NaN,NaN
Home,BALL LOST,THEFT,2,84924,3396.96,84924,3396.96,7,,0.62,0.03,NaN,NaN
Home,SET PIECE,THROW IN,2,85882,3435.28,85882,3435.28,7,,NaN,NaN,NaN,NaN
Home,PASS,,2,85882,3435.28,85908,3436.32,7,10,0.53,0.01,0.45,0.07
Home,PASS,,2,85908,3436.32,85929,3437.16,10,7,0.45,0.07,0.53,0.03
Home,PASS,,2,85950,3438,85980,3439.2,7,2,0.54,0.04,0.66,0.08
Home,BALL LOST,,2,85980,3439.2,86030,3441.2,2,,0.66,0.08,0.4,0.27
Away,RECOVERY,INTERCEPTION,2,86030,3441.2,86030,3441.2,16,,0.4,0.29,NaN,NaN
Away,BALL LOST,,2,86030,3441.2,86060,3442.4,16,,0.4,0.29,0.56,0.28
Home,RECOVERY,,2,86061,3442.44,86061,3442.44,6,,0.56,0.27,NaN,NaN
Home,BALL LOST,,2,86061,3442.44,86093,3443.72,6,,0.56,0.27,0.56,0.14
Away,RECOVERY,,2,86091,3443.64,86091,3443.64,22,,0.54,0.13,NaN,NaN
Away,PASS,,2,86091,3443.64,86110,3444.4,22,21,0.54,0.13,0.53,0.24
Away,PASS,,2,86216,3448.64,86266,3450.64,21,17,0.59,0.44,0.67,0.93
Away,PASS,,2,86306,3452.24,86354,3454.16,17,21,0.69,0.95,0.63,0.61
Away,PASS,,2,86488,3459.52,86523,3460.92,21,22,0.68,0.3,0.75,0.05
Away,PASS,,2,86631,3465.24,86648,3465.92,22,21,0.75,0.11,0.71,0.25
Away,PASS,,2,86703,3468.12,86776,3471.04,21,17,0.69,0.32,0.83,0.95
Away,BALL LOST,CROSS-INTERCEPTION,2,86808,3472.32,86843,3473.72,17,,0.84,0.96,0.95,0.65
Home,RECOVERY,INTERCEPTION,2,86842,3473.68,86842,3473.68,3,,0.94,0.68,NaN,NaN
Home,BALL OUT,,2,86842,3473.68,86934,3477.36,3,,0.94,0.68,1.01,0.93
Away,SET PIECE,CORNER KICK,2,87411,3496.44,87411,3496.44,19,,NaN,NaN,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,87411,3496.44,87470,3498.8,19,,0.96,0.97,0.98,0.48
Home,RECOVERY,INTERCEPTION,2,87470,3498.8,87470,3498.8,5,,0.97,0.48,NaN,NaN
Home,BALL OUT,WOODWORK-GOAL,2,87470,3498.8,87485,3499.4,5,,0.97,0.48,1.01,0.54
Home,SET PIECE,KICK OFF,2,88792,3551.68,88792,3551.68,10,,NaN,NaN,NaN,NaN
Home,PASS,,2,88792,3551.68,88820,3552.8,10,12,0.49,0.5,0.56,0.41
Home,PASS,,2,88820,3552.8,88847,3553.88,12,6,0.56,0.41,0.56,0.55
Away,CHALLENGE,GROUND-FAULT-LOST,2,88886,3555.44,88886,3555.44,24,,0.55,0.57,NaN,NaN
Home,CHALLENGE,TACKLE-FAULT-WON,2,88912,3556.48,88912,3556.48,6,,0.56,0.54,NaN,NaN
Home,FAULT RECEIVED,,2,88912,3556.48,88912,3556.48,6,,0.56,0.54,NaN,NaN
Home,SET PIECE,FREE KICK,2,89270,3570.8,89270,3570.8,6,,NaN,NaN,NaN,NaN
Home,PASS,,2,89270,3570.8,89320,3572.8,6,7,0.54,0.54,0.45,0.05
Home,PASS,,2,89349,3573.96,89377,3575.08,7,12,0.43,0.06,0.45,0.23
